id,zipcode,score
15811,73744,0
15812,16061,2
15813,51342,1
15815,54106,3
15816,80910,14
15817,24313,0
15818,28452,0
15819,96781,0
15820,56016,1
15822,51654,0
15823,37878,0
15824,56244,1
15825,35046,2
15826,99212,31
15827,48748,1
15828,52540,1
15829,64628,6
15831,97009,9
15832,58474,4
15833,30805,0
15834,54952,17
15835,10007,53
15836,73838,0
15837,13483,0
15838,49733,1
15839,17021,1
15840,76710,43
15841,8403,0
15842,8869,10
15843,5448,1
15847,99563,0
15848,28167,1
15849,38863,13
15850,30531,11
15853,10012,105
15854,30213,14
15855,95736,1
15856,21632,5
15857,53110,12
15858,65629,0
15859,85320,0
15860,98253,1
15861,23413,1
15862,85332,1
15864,72660,0
15865,37642,4
15866,55439,26
15867,53521,2
15869,60201,51
15870,60112,2
15871,29203,23
15873,3882,1
15874,32176,13
15875,44428,2
15876,5658,1
15877,47427,0
15878,29042,3
15879,93727,43
15880,32424,5
15881,78558,1
15882,66015,1
15883,62613,2
15884,30741,9
15885,37853,2
15886,31744,1
15887,4849,4
15889,52804,12
15890,90278,39
15891,46613,6
15892,27886,13
15893,85387,2
15894,55934,2
15895,33917,13
15897,77580,2
15898,95446,4
15901,45856,3
15902,29512,9
15903,55786,0
15904,95355,27
15905,95681,1
15907,32189,1
15908,18617,0
15909,79325,2
15910,19363,11
15912,72029,2
15913,17760,0
15914,37317,1
15915,53088,1
15916,97452,1
15918,92506,38
15920,57032,5
15922,64769,0
15923,17254,0
15924,60144,0
15925,76832,0
15926,41017,36
15927,37737,2
15928,81236,1
15929,26261,1
15930,28104,25
15931,84050,10
15933,53075,3
15934,62531,1
15935,38571,6
15936,36080,1
15937,16870,5
15938,47586,10
15939,72157,1
15943,4105,17
15944,82329,0
15945,75668,2
15946,39149,0
15947,66072,1
15948,24105,0
15949,47325,0
15950,62440,0
15951,55716,0
15952,98516,22
15953,2873,0
15955,19138,8
15956,62930,5
15957,29927,9
15958,51052,1
15959,5068,2
15960,91367,86
15961,35068,5
15962,29378,0
15965,51441,0
15966,49423,47
15967,63390,6
15969,56253,1
15970,30824,14
15972,91744,32
15973,12419,0
15975,49894,0
15976,51039,2
15977,30258,1
15978,50532,1
15980,13606,1
15982,47601,10
15983,49729,1
15984,76705,16
15986,53018,13
15987,30521,2
15988,90650,39
15991,79742,0
15992,30534,23
15993,54841,0
15994,57732,5
15995,68017,1
15996,3809,3
15997,27455,16
15998,85936,2
15999,33770,26
16002,57221,1
16003,20776,2
16004,80024,0
16005,52142,2
16006,80230,9
16008,19134,28
16009,29584,1
16010,58847,1
16011,64463,2
16012,6096,14
16014,51564,0
16015,12123,3
16016,98356,2
16017,26851,1
16018,11550,43
16019,48878,1
16020,84119,53
16021,48838,14
16022,37019,0
16024,14522,6
16026,75109,3
16027,11752,7
16028,62018,1
16029,29585,21
16030,46260,28
16031,53550,1
16032,56159,2
16033,21208,41
16034,96714,4
16035,24981,0
16036,5775,1
16037,15101,18
16038,93449,14
16039,33598,5
16040,5672,13
16041,29485,27
16042,97107,1
16043,48741,1
16044,50701,25
16045,48894,1
16046,75210,3
16047,96704,2
16048,69028,1
16051,62822,2
16052,14519,9
16053,23075,4
16054,92508,17
16055,13617,9
16056,31824,1
16057,42286,1
16058,19731,0
16060,70113,12
16061,30318,64
16062,76272,2
16063,6235,1
16064,35173,22
16066,93309,54
16067,33155,77
16068,20634,2
16070,49628,0
16071,56165,0
16073,27311,1
16074,57773,0
16075,26525,3
16076,97423,5
16077,66743,4
16078,30241,15
16079,45243,12
16080,43324,2
16081,23923,1
16082,62036,0
16083,93513,1
16085,65777,0
16086,18602,0
16087,60419,7
16088,60510,35
16089,75224,12
16091,32607,20
16092,49437,4
16093,63039,1
16094,38760,0
16095,63532,1
16096,45831,1
16097,30828,2
16098,35672,2
16099,97386,8
16100,77502,15
16101,33945,0
16103,49316,17
16104,98644,1
16106,63084,17
16107,4429,4
16108,55959,1
16109,38058,3
16110,35222,14
16112,73010,9
16113,80525,79
16114,3846,2
16116,47136,2
16118,56132,0
16119,61524,0
16120,7060,31
16122,16066,38
16123,60950,9
16124,45766,0
16126,45503,16
16127,95614,2
16130,17748,1
16132,15747,1
16133,95482,34
16134,41635,1
16135,36524,0
16137,62510,1
16138,70769,22
16139,16245,0
16141,23930,3
16142,7926,0
16143,67422,1
16144,37376,0
16145,48097,3
16146,18439,0
16147,97371,1
16151,43149,1
16152,98144,28
16153,84027,0
16154,77040,54
16155,54619,2
16156,7732,3
16157,98333,3
16158,10583,51
16159,75703,53
16160,19150,7
16162,81432,6
16163,36602,19
16164,79377,0
16166,35579,1
16167,37890,3
16168,43203,4
16169,92376,25
16170,51525,1
16171,56123,1
16172,51450,2
16173,11798,6
16174,70394,8
16175,72712,61
16176,52032,1
16179,85012,35
16180,99559,5
16182,45746,0
16184,73533,26
16185,3774,2
16187,54872,5
16188,41365,0
16189,30291,11
16192,21111,4
16193,17772,2
16194,67645,0
16196,89822,1
16197,97601,22
16199,47451,1
16201,92243,38
16202,28705,3
16203,57313,2
16204,15370,14
16205,32008,3
16206,48215,5
16207,36107,8
16208,23430,12
16209,67436,0
16212,18614,3
16213,82930,15
16215,6085,5
16217,8008,16
16218,75022,20
16220,64074,1
16221,82073,1
16222,72821,1
16223,39652,3
16224,76251,1
16225,29911,0
16226,68713,4
16228,79927,16
16229,11958,2
16230,7632,26
16232,96107,0
16234,77053,7
16235,84025,18
16236,68142,2
16237,75414,1
16238,48154,26
16240,51010,0
16242,33773,23
16243,52739,0
16244,49030,1
16246,1062,7
16247,83705,33
16248,1506,1
16249,19033,8
16251,50484,0
16252,5452,21
16253,28164,7
16255,32113,2
16256,61087,2
16257,70805,17
16258,75862,4
16259,72830,11
16260,13364,0
16262,47125,1
16263,38545,0
16265,71340,1
16266,40219,28
16269,57001,1
16270,78217,53
16271,98935,1
16272,62627,1
16273,56118,0
16275,89101,47
16276,22624,2
16277,24333,14
16278,57440,0
16279,98014,6
16280,63348,5
16281,62949,0
16282,21012,14
16283,84302,20
16284,7662,14
16285,19018,12
16286,70062,30
16287,29374,2
16288,37415,16
16289,20111,24
16290,41048,16
16291,90815,32
16292,15116,10
16293,10953,1
16294,40447,2
16295,46346,0
16296,64470,3
16297,88063,3
16299,14712,2
16300,94929,0
16301,15542,0
16302,75756,2
16303,37917,26
16305,21777,1
16306,37721,3
16308,14445,10
16309,74565,0
16310,30028,10
16311,34994,53
16312,84082,1
16313,17109,23
16314,4274,3
16315,48009,49
16316,81146,0
16317,75933,0
16319,6750,2
16320,93666,0
16321,47141,0
16322,23024,3
16323,45760,2
16324,51653,1
16325,19140,22
16326,27807,2
16327,67745,0
16328,62563,4
16329,11727,16
16331,54948,0
16332,2170,9
16333,93255,0
16334,14033,2
16335,33319,25
16336,43517,3
16337,84314,1
16338,42631,0
16339,50843,0
16340,61448,1
16341,53004,3
16342,53130,10
16343,30665,0
16344,99621,0
16346,30711,0
16347,37938,8
16348,32970,1
16349,15666,15
16351,3812,1
16352,76671,0
16353,77837,1
16355,49070,1
16356,37770,0
16359,84745,1
16360,1230,15
16361,35674,12
16362,83341,6
16363,30547,2
16365,1515,2
16367,2472,36
16368,55382,2
16369,32430,0
16371,71229,0
16372,28663,0
16373,75220,45
16375,64476,0
16377,19148,31
16378,26167,0
16380,83350,8
16381,98339,4
16382,38736,0
16383,85008,26
16384,41262,0
16385,98109,61
16386,37210,40
16387,59834,2
16388,99008,0
16389,15135,2
16390,72802,18
16391,29829,4
16392,41513,0
16393,28635,1
16394,12075,3
16395,29388,7
16396,81154,2
16397,27617,28
16398,36318,0
16399,28619,1
16400,64788,1
16401,25428,5
16402,32909,11
16403,87548,0
16404,77445,7
16405,52731,1
16406,3845,2
16407,76541,18
16408,12910,1
16409,96717,1
16411,54770,2
16412,92301,6
16413,68858,0
16414,27966,2
16415,38773,1
16416,53816,0
16417,49013,3
16418,53511,30
16420,84646,1
16421,12058,1
16422,43716,1
16423,24102,1
16425,78670,0
16427,54465,0
16428,63823,0
16429,15220,27
16430,77632,7
16431,72436,0
16433,68838,0
16434,21155,2
16436,50325,29
16438,12087,1
16439,81640,0
16440,39825,0
16441,38633,1
16442,58639,3
16443,4056,0
16444,38381,1
16445,47516,0
16447,50430,0
16449,99505,1
16450,33314,38
16451,25209,1
16453,23066,0
16454,50143,1
16456,60120,35
16460,98662,37
16461,37828,1
16462,60526,7
16463,50213,6
16464,44230,4
16465,97487,5
16467,60441,26
16469,83856,6
16470,85629,7
16471,77880,1
16473,92029,36
16474,60051,15
16475,21156,0
16476,90623,13
16477,74738,0
16479,68601,30
16480,8016,26
16481,49057,3
16482,69127,1
16484,59930,1
16488,73063,0
16490,83226,3
16491,72536,0
16492,94618,17
16493,40051,2
16495,98404,10
16497,17970,3
16499,50131,21
16502,59523,3
16503,24901,14
16504,62019,0
16505,99609,0
16506,10537,1
16508,18848,10
16509,38061,0
16510,48623,9
16511,95536,3
16512,16238,0
16513,86004,38
16514,12832,4
16515,55031,2
16516,93635,16
16517,15411,1
16519,5773,2
16521,88434,0
16522,5602,23
16523,3052,3
16524,52042,2
16525,27527,8
16529,95421,1
16530,10511,3
16531,17313,6
16532,45237,13
16533,45383,4
16534,56556,1
16536,14901,17
16539,72103,5
16541,7733,18
16542,60453,46
16543,57451,2
16544,15943,1
16545,64082,8
16546,27408,41
16549,78122,0
16550,23608,17
16551,48463,2
16552,83815,30
16553,97412,0
16554,99501,50
16555,43138,13
16556,32440,3
16557,2601,44
16558,26059,4
16559,61413,1
16560,14623,56
16561,28792,33
16562,24312,0
16563,30516,1
16564,44710,3
16565,95969,20
16566,48174,29
16567,3268,1
16568,20170,48
16569,1718,0
16570,44460,22
16571,50707,4
16572,89149,20
16573,41001,9
16575,32680,2
16576,33612,46
16577,64744,6
16578,66402,1
16579,42204,0
16581,21060,15
16582,44840,2
16583,33868,4
16584,1245,1
16585,73726,0
16586,20670,3
16587,15615,0
16588,85226,53
16589,49034,1
16590,5656,3
16591,80111,107
16592,79250,1
16593,25118,0
16594,77535,10
16595,74047,3
16596,34237,23
16598,61467,0
16599,30121,13
16602,93041,8
16603,90640,46
16604,7422,1
16605,58781,1
16608,11419,29
16609,3215,1
16610,78886,0
16611,59853,1
16612,16623,0
16613,80118,6
16614,12955,0
16615,52583,0
16617,3598,2
16618,38368,0
16619,56573,9
16620,38603,1
16621,16650,1
16622,80920,54
16624,63780,6
16625,30106,16
16626,94401,39
16628,90805,27
16629,11940,6
16630,51466,1
16631,58523,4
16632,52215,0
16633,46031,1
16634,33069,56
16635,38305,54
16636,74740,0
16639,42045,2
16641,58233,0
16642,38127,10
16643,92210,7
16645,24104,2
16646,53818,13
16648,7866,29
16649,67868,0
16650,33461,32
16651,1516,5
16652,60185,36
16653,69020,0
16654,74145,39
16655,75410,2
16656,56277,5
16657,78011,1
16658,35459,1
16659,54935,38
16660,33549,21
16661,12987,0
16664,75223,6
16666,13619,5
16667,78861,9
16668,56221,1
16669,56303,18
16670,76519,0
16671,17985,1
16672,67654,6
16673,76302,10
16674,49040,1
16675,70464,0
16676,53217,35
16677,62818,0
16679,85028,32
16680,23662,7
16681,27030,31
16683,30084,59
16684,62047,1
16685,49705,0
16686,92028,32
16688,73456,1
16690,57029,3
16691,51445,4
16693,61013,0
16694,69024,1
16695,41159,0
16696,65401,30
16697,63549,1
16698,22902,41
16699,35040,10
16700,99011,1
16701,39071,3
16703,36029,0
16704,40873,0
16705,22026,10
16706,63401,24
16707,94066,35
16708,97402,69
16709,92532,9
16711,34223,20
16712,99785,0
16714,86514,0
16715,74650,0
16716,78541,9
16718,87718,1
16719,27401,35
16720,66032,5
16721,41512,0
16724,28078,55
16725,47564,1
16726,68318,0
16727,8027,3
16728,47562,5
16729,3597,0
16730,14086,20
16731,32409,5
16732,74030,5
16734,46135,16
16735,92135,2
16736,14411,8
16737,18628,0
16738,97534,0
16739,70341,1
16740,15126,5
16741,91773,41
16742,70537,0
16743,98558,1
16744,6226,12
16746,60512,1
16747,60042,5
16748,95562,1
16749,62243,5
16750,41124,0
16751,15920,1
16752,98373,30
16753,62546,1
16755,85609,0
16757,15129,5
16758,83113,3
16759,41232,0
16760,11962,2
16762,1254,1
16764,45889,1
16766,98846,1
16767,15450,0
16768,54166,16
16769,44417,1
16770,38833,1
16771,92832,27
16773,23301,2
16776,4496,2
16777,61862,0
16778,95546,0
16779,96058,0
16781,8329,0
16782,42533,1
16783,76078,4
16784,43112,4
16785,12550,54
16786,5251,3
16788,52581,0
16789,24251,4
16791,6787,7
16792,52342,3
16793,18801,8
16794,15104,4
16795,72335,11
16796,83651,28
16797,66949,0
16798,24079,1
16799,68005,17
16800,68767,3
16803,74427,1
16804,44003,3
16805,93424,2
16806,13118,4
16807,71245,1
16808,36742,1
16809,1773,5
16811,97810,0
16812,1745,1
16813,79118,13
16814,56231,0
16815,94587,41
16816,21202,57
16817,98421,12
16818,44449,0
16822,44613,1
16823,78873,2
16824,33190,2
16825,33444,32
16826,1342,1
16827,40007,0
16828,25550,6
16829,65656,2
16830,37377,7
16831,45853,2
16834,77801,9
16836,77079,57
16837,27017,6
16839,3064,9
16841,5250,4
16842,36862,3
16843,75439,0
16844,23831,23
16845,33131,124
16846,64001,1
16847,26812,1
16848,58646,2
16849,28227,38
16850,94510,30
16851,55960,2
16852,21541,4
16853,56435,2
16854,79373,2
16855,2199,9
16857,80122,38
16858,17221,0
16859,75098,26
16860,61420,1
16861,47373,1
16862,97219,38
16863,49302,4
16864,47866,0
16865,14060,0
16866,77447,5
16867,35550,1
16868,89434,17
16869,77433,34
16871,14788,0
16873,85342,1
16874,39705,16
16876,15677,0
16877,69367,0
16878,34251,5
16879,11795,21
16880,61856,6
16882,33946,2
16883,78639,6
16884,78632,0
16885,60606,119
16887,74104,19
16888,68920,2
16889,52043,4
16890,28037,25
16892,1253,1
16893,92305,0
16895,76059,2
16896,29437,0
16897,60649,12
16898,64866,1
16899,53222,21
16901,87034,0
16902,65068,0
16903,98245,10
16904,38761,1
16905,59330,11
16906,18508,14
16907,29047,2
16909,99622,0
16910,54155,3
16911,20675,1
16913,37764,5
16914,33905,26
16915,61427,1
16916,6066,22
16919,36722,0
16921,55350,20
16922,54136,5
16923,55385,1
16924,5837,0
16926,75126,22
16927,14709,1
16929,55073,3
16930,67218,15
16931,25132,0
16933,53943,1
16935,39145,3
16936,57747,7
16938,37779,1
16939,60012,10
16941,36026,0
16942,42064,5
16943,18456,0
16944,97368,2
16945,91917,0
16946,12148,2
16948,79001,0
16949,12169,0
16950,38008,7
16951,32628,3
16952,89148,32
16953,67623,0
16954,98208,39
16956,35906,10
16957,38585,1
16958,86432,1
16961,44214,3
16962,97462,2
16963,56307,5
16964,88030,13
16965,93624,1
16967,95471,0
16968,16130,2
16969,93022,4
16970,68439,0
16971,31094,0
16972,11714,25
16973,67877,3
16975,93711,56
16976,56338,1
16978,52077,0
16981,12435,0
16983,13437,0
16984,31211,9
16985,80260,13
16987,23881,0
16988,60062,102
16989,32759,1
16990,76377,0
16992,6001,22
16993,68059,3
16994,32839,29
16995,60450,23
16996,91362,68
16997,48419,1
16998,19547,4
16999,80301,80
17000,30345,25
17001,78631,1
17003,75474,6
17004,65016,1
17005,87312,0
17006,4761,1
17007,74333,0
17008,92120,36
17009,6516,29
17010,28660,1
17011,54406,3
17013,10576,7
17015,56319,1
17016,28698,1
17017,96757,0
17018,84663,24
17020,18424,3
17021,4747,1
17023,11763,26
17024,85017,26
17025,36482,0
17026,12846,2
17028,87072,0
17029,1752,52
17030,37143,2
17031,85233,40
17032,97112,2
17033,48441,4
17034,55719,4
17035,78404,15
17036,39572,0
17037,97357,0
17038,71303,26
17039,7670,15
17040,7066,18
17041,80648,1
17042,62017,1
17043,28009,0
17044,14422,1
17045,93402,9
17046,52155,1
17047,95815,40
17048,47930,0
17049,75949,3
17050,44822,1
17051,38873,1
17053,69301,10
17054,97760,4
17055,7652,72
17056,91963,0
17057,33704,20
17058,47224,0
17059,31503,8
17060,38251,1
17061,50533,4
17062,27920,3
17063,28448,0
17065,13642,6
17066,19153,16
17067,37825,4
17068,86039,0
17069,22580,2
17071,49271,1
17072,17938,2
17076,73841,0
17077,42413,1
17080,28717,7
17081,84736,0
17082,42361,0
17083,62946,13
17084,31808,4
17085,28781,0
17086,65606,3
17087,85020,37
17088,13697,1
17089,45888,0
17091,55318,22
17092,59442,3
17093,50577,1
17094,90255,35
17096,35118,1
17097,99827,5
17098,85701,21
17099,88401,6
17101,79225,0
17102,50575,1
17103,34698,36
17105,48630,0
17106,32798,2
17107,28001,25
17109,87832,0
17110,45333,0
17111,63956,1
17112,72950,0
17113,7601,81
17114,68748,3
17115,20130,0
17116,63123,35
17118,63437,1
17119,2817,6
17120,19933,5
17121,62540,1
17122,16750,0
17123,46601,18
17124,81641,5
17125,13073,3
17127,87068,3
17130,31518,0
17131,41653,15
17132,67431,1
17134,31730,8
17135,1370,4
17136,12188,6
17137,50126,9
17138,59713,0
17139,76901,21
17140,6357,9
17142,77519,0
17143,56007,21
17144,77059,7
17146,37369,0
17147,71222,1
17148,27820,1
17149,98616,0
17150,47043,3
17151,66214,28
17152,44136,34
17153,75150,45
17154,59063,1
17155,43338,7
17157,93422,29
17158,95462,1
17159,77470,0
17160,74331,5
17161,5062,1
17162,60473,20
17163,65542,4
17166,24201,16
17167,93924,8
17168,74015,11
17169,47619,1
17170,75936,0
17171,83122,0
17173,78833,1
17174,62467,4
17175,61052,0
17176,83876,1
17177,71640,2
17179,54667,4
17180,84338,0
17181,90058,51
17182,25266,0
17183,28729,2
17184,50258,1
17185,85602,7
17186,77836,8
17187,45169,2
17188,45044,27
17189,64728,0
17190,70652,1
17191,47666,0
17192,70075,2
17193,87710,4
17195,12969,0
17196,29691,6
17197,22972,0
17198,26810,0
17199,4096,12
17201,28133,1
17205,15344,0
17206,77561,0
17207,7435,4
17208,2652,2
17209,47408,12
17212,27288,16
17213,67744,0
17214,85344,7
17215,84054,21
17216,88047,2
17217,52625,2
17218,2056,9
17220,68922,2
17221,38128,17
17222,25159,3
17225,7081,26
17227,70654,0
17229,92606,39
17230,85716,33
17232,25901,9
17234,79061,0
17235,38611,6
17236,77081,33
17237,55125,46
17239,36612,3
17241,54828,0
17242,14425,7
17243,67212,25
17244,85262,15
17245,65713,1
17246,29201,67
17248,6896,7
17249,34117,11
17251,77429,56
17252,10710,28
17253,63462,1
17254,13605,3
17255,71670,1
17256,60432,13
17257,48440,1
17258,28103,7
17259,2715,2
17260,28213,25
17261,30256,1
17262,21623,1
17264,32763,25
17265,12958,1
17266,58071,1
17267,36748,3
17268,37149,1
17270,41544,0
17271,91911,49
17272,4920,1
17273,49861,0
17275,57259,1
17276,42355,1
17277,8640,1
17278,92024,88
17279,24701,17
17280,87061,0
17281,43435,1
17282,79045,14
17283,21771,27
17284,71474,0
17285,23308,0
17286,21921,30
17287,48735,0
17288,71417,2
17290,59911,13
17292,15832,0
17293,85284,39
17294,93523,1
17296,24634,0
17297,91775,11
17298,7731,31
17299,11730,15
17300,48701,1
17301,24095,1
17302,95758,34
17303,5862,0
17304,8824,8
17305,68757,0
17306,75792,1
17307,36908,2
17308,14754,0
17309,62462,1
17311,77373,20
17312,92655,3
17313,75149,26
17314,70644,0
17315,46902,28
17316,88210,18
17317,14727,3
17318,13607,4
17319,60446,28
17320,2635,3
17322,44040,3
17323,74558,0
17324,37387,2
17325,49202,27
17327,53212,36
17328,16259,0
17329,8330,19
17332,18354,1
17333,24827,0
17334,72447,1
17336,12458,1
17337,7302,45
17339,57461,0
17340,77627,19
17341,16110,0
17343,46814,7
17344,76651,1
17345,32707,31
17346,59053,0
17348,29044,2
17349,46996,7
17350,26033,1
17351,11941,3
17352,14209,10
17353,61520,12
17354,95947,1
17355,27875,0
17357,61951,7
17358,45015,7
17359,66852,1
17360,55775,1
17362,49444,24
17363,45202,79
17365,18701,12
17366,54552,5
17367,93705,7
17368,84116,26
17369,74569,0
17371,49749,5
17372,71286,0
17374,45052,3
17375,68065,1
17377,20762,3
17378,77345,8
17380,58102,46
17381,55931,1
17382,94158,5
17383,62356,0
17385,90048,87
17386,38049,1
17387,28577,1
17388,66073,1
17389,59870,10
17390,47881,0
17391,49963,1
17392,79367,0
17393,14839,0
17394,91301,50
17395,80923,13
17396,42206,3
17397,32618,3
17398,99518,33
17399,48721,0
17400,28212,21
17401,77706,32
17402,13665,0
17403,83025,2
17404,17981,2
17405,70726,32
17406,98256,0
17407,22556,12
17408,99138,0
17409,83414,1
17410,11421,20
17412,5445,4
17413,37362,1
17414,56324,1
17415,60131,30
17416,75225,59
17419,97027,8
17420,29643,2
17421,59936,1
17422,53949,4
17424,97830,1
17425,24246,0
17426,28166,7
17427,71473,0
17431,62201,6
17432,25639,0
17433,90007,34
17434,26335,1
17436,55957,1
17438,3242,5
17439,13407,2
17440,85653,6
17441,11710,40
17442,6384,1
17443,2464,9
17444,18034,9
17445,24577,1
17447,30315,14
17449,15765,1
17450,28394,3
17452,93601,1
17453,62295,1
17455,74126,2
17456,15902,7
17457,16233,1
17458,85615,3
17459,57003,1
17460,19141,11
17461,31909,34
17462,70507,14
17464,18219,1
17465,21904,3
17467,27843,0
17468,48507,41
17469,98938,0
17470,8880,2
17471,8317,1
17472,50436,5
17475,49855,37
17476,62921,0
17478,17777,4
17479,32780,25
17480,78589,10
17481,2032,5
17483,23192,5
17484,28801,57
17485,57702,44
17487,64153,18
17488,68465,2
17489,2631,11
17490,5038,1
17492,43068,33
17493,60957,5
17495,54754,1
17496,30446,1
17498,70744,2
17500,46162,0
17501,28347,0
17502,66213,32
17504,72454,4
17505,59801,51
17506,4921,1
17507,21817,5
17508,15948,0
17509,32071,1
17512,49233,1
17513,29401,45
17514,51048,0
17516,13155,0
17517,27572,3
17518,8057,39
17520,32227,0
17522,4049,2
17523,39886,1
17524,18503,15
17525,53807,3
17526,52760,0
17527,57311,1
17528,33920,4
17529,84648,5
17530,36042,0
17531,67837,1
17532,57760,1
17533,71409,2
17534,68372,2
17535,63025,15
17536,83549,2
17537,57569,0
17538,25601,9
17540,62894,0
17541,87001,1
17542,42167,6
17543,66503,10
17544,70114,12
17545,96826,28
17546,10013,187
17547,54814,4
17549,83223,0
17551,91601,34
17553,52041,1
17554,31025,0
17555,70578,10
17557,28339,3
17558,12765,0
17559,38050,0
17560,80741,1
17562,37880,1
17563,49242,12
17564,47553,6
17565,60153,11
17566,43102,2
17567,26175,2
17568,16933,7
17569,14141,9
17570,39057,0
17572,21136,24
17573,60056,52
17574,19606,19
17576,57725,0
17577,53014,8
17578,54311,25
17579,70129,6
17580,97907,0
17582,8054,52
17583,29570,1
17584,42025,13
17585,37171,0
17586,32709,1
17588,58053,1
17589,99354,13
17590,71333,0
17591,21539,2
17593,46290,5
17594,97404,18
17595,51557,0
17598,56291,0
17599,97638,1
17600,17372,2
17601,30650,14
17603,47909,16
17604,68510,28
17605,6483,11
17606,45036,26
17607,54473,1
17608,14206,15
17609,94541,36
17610,51346,3
17611,49664,2
17612,21061,52
17613,60045,35
17614,13162,0
17615,50246,0
17616,56116,0
17618,63628,10
17619,41014,3
17620,70516,1
17621,46931,0
17622,88267,1
17624,71404,0
17625,19375,0
17626,55906,15
17627,56229,2
17630,68855,0
17631,8023,0
17633,12165,1
17634,95639,0
17635,33839,2
17636,88220,29
17637,51530,1
17639,58765,0
17640,89043,1
17642,54173,3
17643,95665,3
17644,15617,0
17645,68048,9
17646,78117,0
17647,32066,3
17648,8733,4
17649,7750,3
17650,40828,1
17651,17074,5
17652,70585,0
17654,49033,0
17655,54410,1
17656,19372,4
17657,80830,0
17658,68114,46
17659,74083,0
17660,65040,0
17661,72623,0
17662,76137,27
17663,73073,0
17664,32547,28
17665,10464,5
17666,7885,8
17667,89701,32
17668,35160,13
17670,95701,0
17671,92254,2
17672,95814,61
17675,60931,0
17676,47546,26
17678,62271,2
17680,5675,1
17681,8079,6
17683,32504,34
17684,46701,4
17687,6460,58
17688,83239,0
17689,98610,1
17690,77017,18
17691,46943,0
17692,12564,8
17693,4745,1
17694,5055,4
17695,54875,1
17696,81155,0
17697,16154,1
17698,72584,0
17699,68710,0
17700,14481,1
17701,46203,28
17702,68764,1
17703,3814,2
17704,60550,1
17705,35176,0
17706,37811,1
17707,56289,1
17708,18051,4
17709,18930,2
17712,77331,3
17713,98335,36
17714,23836,11
17715,6389,0
17717,99141,3
17718,21221,23
17720,73115,11
17721,28338,2
17722,70458,38
17723,30047,50
17724,63801,30
17725,76433,1
17727,60707,28
17728,96143,4
17730,63775,17
17731,74051,1
17732,24328,1
17733,13147,0
17734,23221,16
17735,3870,4
17736,78377,4
17737,77484,9
17738,80117,3
17739,66725,4
17740,68343,1
17741,68875,1
17743,10553,6
17744,65627,0
17745,93433,13
17746,73142,13
17747,28645,29
17748,63624,2
17750,17046,13
17751,52776,4
17752,95685,4
17754,78339,0
17756,41817,0
17757,20118,2
17759,51565,0
17761,72958,4
17762,62475,0
17763,78883,0
17764,32566,17
17765,56186,0
17766,70811,4
17767,92025,61
17768,4854,2
17770,44704,2
17771,86324,3
17772,29014,0
17774,21017,5
17775,55075,15
17776,49037,10
17778,48865,0
17779,95354,33
17780,17364,2
17781,52565,2
17782,2910,20
17783,5770,1
17784,36106,23
17785,58533,1
17787,60549,0
17788,14506,3
17789,76249,3
17791,52362,1
17793,66540,0
17794,68652,1
17795,20625,0
17799,55121,31
17800,72458,0
17801,78118,3
17802,8070,7
17803,56122,1
17804,87401,50
17805,61314,0
17806,35801,66
17807,59275,0
17809,15243,7
17811,64844,2
17812,63336,1
17814,52567,0
17815,18085,1
17816,33463,37
17817,75154,15
17818,3743,13
17819,3861,2
17822,63138,13
17823,40215,7
17825,28384,5
17826,75471,0
17827,49442,20
17829,16835,0
17830,33405,27
17831,27947,1
17832,56514,3
17833,77515,17
17834,6702,11
17835,65804,76
17836,54723,1
17837,95050,56
17838,62059,0
17839,36373,0
17840,47580,0
17841,43747,0
17842,27330,34
17843,10314,68
17844,5841,1
17845,68883,2
17846,30087,22
17847,29223,37
17848,39069,1
17849,60642,32
17850,37829,0
17851,83627,0
17852,77356,21
17853,50066,0
17854,74425,0
17857,35073,1
17859,2368,22
17860,1982,5
17862,60962,1
17863,78701,109
17864,3104,20
17865,89442,0
17866,28137,2
17867,17233,5
17869,44134,22
17870,15626,6
17872,43342,1
17873,48088,11
17874,29828,0
17875,10930,4
17877,90660,28
17878,15137,9
17879,20744,17
17880,28076,0
17881,73108,21
17882,57783,24
17883,6883,5
17884,53070,4
17886,33619,60
17887,74437,6
17888,51002,2
17889,63441,1
17890,33841,4
17891,3101,28
17892,60609,35
17893,31302,4
17894,12090,4
17895,49829,24
17896,7605,8
17897,21108,19
17899,42733,0
17900,25839,0
17901,22611,8
17902,83274,5
17905,46075,5
17907,62273,0
17908,44833,10
17909,26234,1
17911,16228,0
17913,66431,0
17914,97435,2
17915,34216,3
17916,4617,1
17917,62244,0
17918,8086,7
17919,49948,0
17921,56347,6
17922,51649,0
17923,26287,2
17924,54819,1
17925,50479,0
17926,72032,41
17928,66093,0
17931,35959,2
17932,95320,8
17933,92075,34
17935,56628,1
17936,64738,0
17937,7465,3
17938,8751,5
17939,43318,1
17940,95202,12
17941,15106,20
17942,93307,26
17943,15424,1
17944,83631,1
17945,40003,1
17946,68467,13
17947,47948,1
17948,91762,32
17949,79064,2
17950,8873,50
17953,12582,3
17954,10589,11
17955,53218,14
17956,12157,3
17957,39045,0
17959,64024,11
17960,60035,47
17962,74432,8
17965,30815,8
17966,43154,1
17967,27536,20
17969,13104,12
17970,74843,0
17973,54755,6
17974,40440,1
17975,67451,1
17976,8608,9
17977,29577,82
17978,19087,62
17979,78130,67
17980,4292,0
17981,36855,0
